4date, time, error_type, function
2022/01/30, 23:22:33, already_in_channel, invite_action
2022/01/30, 23:22:34, already_in_channel, invite_action
2022/01/30, 23:22:36, already_in_channel, invite_action
2022/01/30, 23:22:37, already_in_channel, invite_action
2022/01/30, 23:22:37, already_in_channel, invite_action
2022/01/30, 23:22:39, already_in_channel, invite_action
2022/01/30, 23:22:39, already_in_channel, invite_action
2022/01/30, 23:22:41, already_in_channel, invite_action
2022/01/30, 23:34:42, not_in_channel, invite_action
2022/01/30, 23:53:37, already_in_channel, invite_action
2022/01/31, 00:13:04, already_in_channel, invite_action
2022/01/31, 00:13:07, already_in_channel, invite_action
2022/01/31, 00:13:08, already_in_channel, invite_action
2022/01/31, 00:13:21, already_in_channel, invite_action
2022/01/31, 00:13:22, already_in_channel, invite_action
2022/01/31, 01:17:31, already_in_channel, invite_action
2022/01/31, 01:17:31, already_in_channel, invite_action
2022/01/31, 01:37:58, not_in_channel, invite_action
2022/01/31, 01:39:27, already_in_channel, invite_action
2022/01/31, 01:54:11, already_in_channel, invite_action
2022/01/31, 01:54:11, already_in_channel, invite_action
2022/01/31, 02:12:13, already_in_channel, invite_action
2022/01/31, 02:21:28, already_in_channel, invite_action
2022/01/31, 02:49:15, already_in_channel, invite_action
2022/01/31, 02:49:40, already_in_channel, invite_action
2022/01/31, 02:49:45, already_in_channel, invite_action
2022/01/31, 02:49:47, already_in_channel, invite_action
2022/01/31, 02:49:53, already_in_channel, invite_action
2022/01/31, 02:49:53, already_in_channel, invite_action
2022/01/31, 02:49:54, already_in_channel, invite_action
2022/01/31, 02:49:55, already_in_channel, invite_action
2022/01/31, 02:49:55, already_in_channel, invite_action
2022/01/31, 02:50:46, already_in_channel, invite_action
2022/01/31, 02:50:47, already_in_channel, invite_action
2022/01/31, 02:50:48, already_in_channel, invite_action
2022/01/31, 02:50:49, already_in_channel, invite_action
2022/01/31, 02:50:50, already_in_channel, invite_action
2022/01/31, 02:50:51, already_in_channel, invite_action
2022/01/31, 02:51:00, already_in_channel, invite_action
2022/01/31, 03:05:39, already_in_channel, invite_action
2022/01/31, 03:05:39, already_in_channel, invite_action
2022/01/31, 03:12:34, already_in_channel, invite_action
2022/01/31, 03:12:36, already_in_channel, invite_action
2022/01/31, 03:14:00, already_in_channel, invite_action
2022/01/31, 03:45:36, already_in_channel, invite_action
2022/01/31, 04:08:11, already_in_channel, invite_action
2022/01/31, 05:03:10, already_in_channel, invite_action
2022/01/31, 05:03:10, already_in_channel, invite_action
2022/01/31, 05:03:10, already_in_channel, invite_action
2022/01/31, 05:03:10, already_in_channel, invite_action
2022/01/31, 05:03:10, already_in_channel, invite_action
2022/01/31, 05:10:36, already_in_channel, invite_action
2022/01/31, 05:32:46, already_in_channel, invite_action
2022/01/31, 05:43:14, not_in_channel, invite_action
2022/01/31, 05:43:33, already_in_channel, invite_action
2022/01/31, 06:21:04, already_in_channel, invite_action
2022/01/31, 08:19:25, already_in_channel, invite_action
2022/01/31, 08:19:41, already_in_channel, invite_action
2022/01/31, 08:20:03, already_in_channel, invite_action
2022/01/31, 08:20:16, already_in_channel, invite_action
2022/01/31, 08:20:22, already_in_channel, invite_action
2022/01/31, 08:20:50, already_in_channel, invite_action
2022/01/31, 08:20:52, already_in_channel, invite_action
2022/01/31, 08:23:02, already_in_channel, invite_action
2022/01/31, 08:23:36, already_in_channel, invite_action
2022/02/01, 02:25:28, already_in_channel, invite_action
2022/02/01, 02:25:28, already_in_channel, invite_action
2022/02/01, 02:25:37, already_in_channel, invite_action
2022/02/01, 02:25:42, already_in_channel, invite_action
2022/02/01, 16:30:38, already_in_channel, invite_action
2022/02/02, 06:07:11, already_in_channel, invite_action
2022/02/02, 11:49:22, already_in_channel, invite_action
2022/02/02, 11:49:37, already_in_channel, invite_action
2022/02/02, 14:08:51, already_in_channel, invite_action
2022/02/02, 14:08:57, already_in_channel, invite_action
2022/02/02, 14:09:09, already_in_channel, invite_action
2022/02/02, 14:34:30, already_in_channel, invite_action
2022/02/04, 12:47:45, not_in_channel, invite_action
2022/05/17, 02:52:10+09:00:00, expired_trigger_id, command_execution
2022/05/23, 12:25:20+09:00:00, channel_not_found, kick
2022/05/23, 12:25:23+09:00:00, channel_not_found, kick
2022/05/23, 12:25:26+09:00:00, channel_not_found, kick
2022/05/23, 12:25:27+09:00:00, channel_not_found, kick
2022/05/23, 12:25:28+09:00:00, channel_not_found, kick
2022/05/23, 12:25:29+09:00:00, channel_not_found, kick
2022/05/23, 12:25:30+09:00:00, channel_not_found, kick
2022/05/23, 12:25:31+09:00:00, channel_not_found, kick
2022/05/24, 02:13:53+09:00:00, expired_trigger_id, command_execution
2022/05/24, 02:13:53+09:00:00, expired_trigger_id, command_execution
2022/05/24, 02:16:01+09:00:00, channel_not_found, kick
2022/05/24, 02:16:08+09:00:00, channel_not_found, kick
2022/05/24, 02:16:09+09:00:00, channel_not_found, kick
2022/05/24, 02:16:40+09:00:00, channel_not_found, kick
2022/05/24, 02:18:07+09:00:00, channel_not_found, kick
2022/05/24, 03:02:18+09:00:00, expired_trigger_id, command_execution
2022/05/24, 03:02:18+09:00:00, expired_trigger_id, command_execution
2022/05/24, 03:08:28+09:00:00, channel_not_found, kick
2022/05/24, 03:08:30+09:00:00, channel_not_found, kick
2022/05/24, 03:08:42+09:00:00, channel_not_found, kick
2022/05/24, 03:08:43+09:00:00, channel_not_found, kick
2022/05/24, 03:09:28+09:00:00, channel_not_found, kick
2022/05/24, 03:09:29+09:00:00, channel_not_found, kick
2022/05/24, 03:09:30+09:00:00, channel_not_found, kick
2022/05/26, 04:16:12+09:00:00, channel_not_found, kick
2022/05/26, 04:16:14+09:00:00, channel_not_found, kick
2022/05/26, 04:16:15+09:00:00, channel_not_found, kick
2022/05/26, 04:16:19+09:00:00, channel_not_found, kick
2022/05/26, 04:16:20+09:00:00, channel_not_found, kick
2022/05/26, 04:16:21+09:00:00, channel_not_found, kick
2022/05/26, 04:16:22+09:00:00, channel_not_found, kick
2022/05/26, 04:16:51+09:00:00, channel_not_found, kick
2022/05/26, 04:16:52+09:00:00, channel_not_found, kick
2022/05/26, 04:16:53+09:00:00, channel_not_found, kick
2022/05/26, 04:16:54+09:00:00, channel_not_found, kick
2022/05/26, 04:16:55+09:00:00, channel_not_found, kick
2022/05/26, 04:16:56+09:00:00, channel_not_found, kick
2022/05/26, 04:16:57+09:00:00, channel_not_found, kick
2022/05/26, 04:16:57+09:00:00, channel_not_found, kick
2022/05/26, 04:16:58+09:00:00, channel_not_found, kick
2022/05/26, 04:16:59+09:00:00, channel_not_found, kick
2022/05/26, 04:17:01+09:00:00, channel_not_found, kick
2022/05/26, 04:17:02+09:00:00, channel_not_found, kick
2022/05/26, 04:17:03+09:00:00, channel_not_found, kick
2022/05/26, 04:17:03+09:00:00, channel_not_found, kick
2022/05/26, 04:17:18+09:00:00, channel_not_found, kick
2022/05/26, 04:17:19+09:00:00, channel_not_found, kick
2022/05/26, 04:17:20+09:00:00, channel_not_found, kick
2022/05/26, 04:17:21+09:00:00, channel_not_found, kick
2022/05/26, 04:17:22+09:00:00, channel_not_found, kick
2022/05/26, 04:17:24+09:00:00, channel_not_found, kick
2022/05/26, 04:17:25+09:00:00, channel_not_found, kick
2022/05/26, 04:17:26+09:00:00, channel_not_found, kick
2022/05/26, 04:17:27+09:00:00, channel_not_found, kick
2022/05/26, 04:17:28+09:00:00, channel_not_found, kick
2022/06/03, 06:09:05, is_archived, invite_action
2022/06/03, 06:09:05, is_archived, invite_action
2022/06/08, 22:10:27, is_archived, invite_action
2022/06/08, 22:10:27, is_archived, invite_action
2022/06/08, 22:10:33, already_in_channel, invite_action
2022/06/08, 22:11:10, already_in_channel, invite_action
2022/06/09, 07:16:41, already_in_channel, invite_action
2022/06/09, 07:16:43, already_in_channel, invite_action
2022/06/09, 07:16:59, already_in_channel, invite_action
2022/06/09, 07:17:35, already_in_channel, invite_action
2022/06/09, 07:22:09, already_in_channel, invite_action
2022/06/09, 07:22:16, already_in_channel, invite_action
2022/06/09, 07:22:26, already_in_channel, invite_action
2022/06/09, 07:22:37, already_in_channel, invite_action
2022/06/14, 02:39:11+09:00:00, expired_trigger_id, command_execution
2022/06/14, 02:39:11+09:00:00, expired_trigger_id, command_execution
2022/06/14, 02:44:11+09:00:00, expired_trigger_id, command_execution
2022/06/14, 04:32:47+09:00:00, expired_trigger_id, command_execution
2022/06/14, 04:34:29, channel_not_found, global
2022/06/14, 04:34:36, channel_not_found, global
2022/06/14, 06:56:25+09:00:00, expired_trigger_id, command_execution
2022/06/14, 07:10:45+09:00:00, expired_trigger_id, command_execution
2022/06/15, 10:45:49+09:00:00, expired_trigger_id, command_execution
2022/06/15, 10:45:49+09:00:00, expired_trigger_id, command_execution
2022/06/15, 17:24:55+09:00:00, expired_trigger_id, command_execution
2022/06/15, 17:30:09+09:00:00, channel_not_found, make
2022/06/15, 17:30:28+09:00:00, channel_not_found, make
2022/06/15, 17:30:32+09:00:00, channel_not_found, make
2022/06/15, 17:31:05+09:00:00, channel_not_found, make
2022/06/15, 17:31:07+09:00:00, channel_not_found, make
2022/06/15, 17:31:11+09:00:00, channel_not_found, make
2022/06/15, 17:31:12+09:00:00, channel_not_found, make
2022/06/15, 17:36:16+09:00:00, channel_not_found, make
2022/06/15, 17:36:26+09:00:00, channel_not_found, make
2022/06/15, 17:36:28+09:00:00, channel_not_found, make
2022/06/15, 17:36:29+09:00:00, channel_not_found, make
2022/06/15, 17:36:30+09:00:00, channel_not_found, make
2022/06/15, 17:36:31+09:00:00, channel_not_found, make
2022/06/15, 17:36:32+09:00:00, channel_not_found, make
2022/06/15, 17:36:32+09:00:00, channel_not_found, make
2022/06/15, 17:36:33+09:00:00, channel_not_found, make
2022/06/15, 17:36:33+09:00:00, channel_not_found, make
2022/06/15, 17:36:35+09:00:00, channel_not_found, make
2022/06/15, 22:13:39+09:00:00, expired_trigger_id, command_execution
2022/06/15, 22:13:39+09:00:00, expired_trigger_id, command_execution
2022/06/15, 22:15:56+09:00:00, channel_not_found, make
2022/06/15, 22:16:02+09:00:00, channel_not_found, make
2022/06/15, 22:16:16+09:00:00, channel_not_found, make
2022/06/15, 22:16:19+09:00:00, channel_not_found, make
2022/06/15, 22:16:22+09:00:00, channel_not_found, make
2022/06/15, 22:16:23+09:00:00, channel_not_found, make
2022/06/15, 22:16:30+09:00:00, channel_not_found, make
2022/06/15, 22:16:31+09:00:00, channel_not_found, make
2022/06/15, 22:16:44+09:00:00, channel_not_found, make
2022/06/15, 22:16:49+09:00:00, channel_not_found, make
2022/06/15, 22:16:50+09:00:00, channel_not_found, make
2022/06/15, 22:16:51+09:00:00, channel_not_found, make
2022/06/15, 22:16:57+09:00:00, channel_not_found, make
2022/06/15, 22:17:57+09:00:00, channel_not_found, make
2022/06/15, 22:18:07+09:00:00, channel_not_found, make
2022/06/15, 22:18:20+09:00:00, channel_not_found, make
2022/06/15, 22:18:21+09:00:00, channel_not_found, make
2022/06/15, 22:18:26+09:00:00, channel_not_found, make
2022/06/15, 22:18:28+09:00:00, channel_not_found, make
2022/06/15, 22:18:40+09:00:00, channel_not_found, make
2022/06/15, 22:23:06+09:00:00, channel_not_found, make
2022/06/15, 22:23:09+09:00:00, channel_not_found, make
2022/06/15, 22:23:11+09:00:00, channel_not_found, make
2022/06/15, 22:23:16+09:00:00, channel_not_found, make
2022/06/15, 22:23:17+09:00:00, channel_not_found, make
2022/06/15, 23:17:32+09:00:00, expired_trigger_id, command_execution
2022/06/15, 23:58:22+09:00:00, expired_trigger_id, command_execution
2022/06/15, 23:58:38+09:00:00, channel_not_found, kick
2022/06/15, 23:58:42+09:00:00, channel_not_found, kick
2022/06/15, 23:58:44+09:00:00, channel_not_found, kick
2022/06/15, 23:58:45+09:00:00, channel_not_found, kick
2022/06/15, 23:58:48+09:00:00, channel_not_found, kick
2022/06/15, 23:58:49+09:00:00, channel_not_found, kick
2022/06/15, 23:58:50+09:00:00, channel_not_found, kick
2022/06/15, 23:58:52+09:00:00, channel_not_found, kick
2022/06/15, 23:59:37+09:00:00, channel_not_found, kick
2022/06/15, 23:59:39+09:00:00, channel_not_found, kick
2022/06/15, 23:59:43+09:00:00, channel_not_found, kick
2022/06/15, 23:59:45+09:00:00, channel_not_found, kick
2022/06/15, 23:59:47+09:00:00, channel_not_found, kick
2022/06/15, 23:59:54+09:00:00, channel_not_found, kick
2022/06/15, 23:59:54+09:00:00, channel_not_found, kick
2022/06/15, 23:59:55+09:00:00, channel_not_found, kick
2022/06/15, 23:59:57+09:00:00, channel_not_found, kick
2022/06/15, 23:59:58+09:00:00, channel_not_found, kick
2022/06/15, 23:59:59+09:00:00, channel_not_found, kick
2022/06/16, 00:00:00+09:00:00, channel_not_found, kick
2022/06/16, 00:00:01+09:00:00, channel_not_found, kick
2022/06/16, 00:00:04+09:00:00, channel_not_found, kick
2022/06/16, 00:14:41+09:00:00, expired_trigger_id, command_execution
2022/06/16, 00:14:41+09:00:00, expired_trigger_id, command_execution
2022/06/16, 00:14:41+09:00:00, expired_trigger_id, command_execution
2022/06/16, 00:14:41+09:00:00, expired_trigger_id, command_execution
2022/06/16, 00:29:27+09:00:00, expired_trigger_id, command_execution
2022/06/16, 02:28:05+09:00:00, expired_trigger_id, command_execution
2022/06/16, 02:35:24+09:00:00, channel_not_found, make
2022/06/16, 02:35:27+09:00:00, channel_not_found, make
2022/06/16, 02:42:03+09:00:00, channel_not_found, make
2022/06/16, 02:42:35+09:00:00, channel_not_found, make
2022/06/16, 03:14:30+09:00:00, expired_trigger_id, command_execution
2022/06/16, 05:14:26+09:00:00, expired_trigger_id, command_execution
2022/06/16, 05:17:57, already_in_channel, invite_action
2022/06/16, 05:18:07, already_in_channel, invite_action
2022/06/16, 05:18:32, already_in_channel, invite_action
2022/06/16, 05:20:21+09:00:00, channel_not_found, make_url
2022/06/16, 05:20:24+09:00:00, channel_not_found, make_url
2022/06/16, 05:20:29+09:00:00, channel_not_found, make_url
2022/06/16, 05:20:35+09:00:00, channel_not_found, make_url
2022/06/16, 05:32:38, already_in_channel, invite_action
2022/06/16, 05:34:15, not_in_channel, invite_action
2022/06/16, 05:34:18, not_in_channel, invite_action
2022/06/16, 05:34:35, not_in_channel, invite_action
2022/06/16, 05:34:39, not_in_channel, invite_action
2022/06/16, 05:38:08, not_in_channel, invite_action
2022/06/16, 05:39:50, not_in_channel, invite_action
2022/06/16, 05:42:53, not_in_channel, invite_action
2022/06/16, 05:43:18, not_in_channel, invite_action
2022/06/16, 05:43:24, not_in_channel, invite_action
2022/06/16, 05:43:43, not_in_channel, invite_action
2022/06/16, 05:44:43, not_in_channel, invite_action
2022/06/16, 05:44:45, not_in_channel, invite_action
2022/06/16, 05:44:46, not_in_channel, invite_action
2022/06/16, 05:44:46, not_in_channel, invite_action
2022/06/16, 05:44:47, not_in_channel, invite_action
2022/06/16, 05:44:48, not_in_channel, invite_action
2022/06/16, 05:44:48, not_in_channel, invite_action
2022/06/16, 05:44:49, not_in_channel, invite_action
2022/06/16, 05:44:50, not_in_channel, invite_action
2022/06/16, 05:52:27, already_in_channel, invite_action
2022/06/16, 05:53:27, already_in_channel, invite_action
2022/06/16, 05:53:29, already_in_channel, invite_action
2022/06/16, 05:53:48, already_in_channel, invite_action
2022/06/16, 05:53:49, already_in_channel, invite_action
2022/06/16, 05:54:00, already_in_channel, invite_action
2022/06/16, 05:54:02, already_in_channel, invite_action
2022/06/16, 05:54:03, already_in_channel, invite_action
2022/06/16, 05:54:05, already_in_channel, invite_action
2022/06/16, 05:55:23, not_in_channel, invite_action
2022/06/16, 05:56:56, already_in_channel, invite_action
2022/06/16, 05:57:02, not_in_channel, invite_action
2022/06/16, 05:57:03, not_in_channel, invite_action
2022/06/16, 05:57:41, already_in_channel, invite_action
2022/06/16, 05:58:34, not_in_channel, invite_action
2022/06/16, 05:58:37, already_in_channel, invite_action
2022/06/16, 06:03:46, already_in_channel, invite_action
2022/06/16, 06:09:24, not_in_channel, invite_action
2022/06/16, 06:09:31, not_in_channel, invite_action
2022/06/16, 06:22:15, already_in_channel, invite_action
2022/06/16, 06:53:04+09:00:00, expired_trigger_id, command_execution
2022/06/16, 06:53:04+09:00:00, expired_trigger_id, command_execution
2022/06/16, 07:10:12, already_in_channel, invite_action
2022/06/16, 07:10:14, already_in_channel, invite_action
2022/06/16, 07:17:17, already_in_channel, invite_action
2022/06/16, 07:20:04, already_in_channel, invite_action
2022/06/16, 07:43:53, already_in_channel, invite_action
2022/06/16, 08:22:07, not_in_channel, invite_action
2022/06/16, 08:22:34, not_in_channel, invite_action
2022/06/16, 08:39:34, already_in_channel, invite_action
2022/06/16, 08:39:35, already_in_channel, invite_action
2022/06/16, 09:32:48+09:00:00, expired_trigger_id, command_execution
2022/06/16, 10:57:00, not_in_channel, invite_action
2022/06/16, 11:22:02, already_in_channel, invite_action
2022/06/16, 11:53:43, not_in_channel, invite_action
2022/06/16, 11:53:49, not_in_channel, invite_action
2022/06/16, 11:54:25, already_in_channel, invite_action
2022/06/16, 12:06:02, not_in_channel, invite_action
2022/06/16, 12:06:04, not_in_channel, invite_action
2022/06/16, 12:14:02, already_in_channel, invite_action
2022/06/16, 12:45:30+09:00:00, expired_trigger_id, command_execution
2022/06/16, 12:47:20+09:00:00, not_in_channel, make
2022/06/16, 12:53:17, not_in_channel, invite_action
2022/06/16, 12:53:35, not_in_channel, invite_action
2022/06/16, 12:58:21, not_in_channel, invite_action
2022/06/16, 12:58:25, already_in_channel, invite_action
2022/06/16, 12:58:58, not_in_channel, invite_action
2022/06/16, 13:00:54, already_in_channel, invite_action
2022/06/16, 13:02:56, not_in_channel, invite_action
2022/06/16, 13:35:14, already_in_channel, invite_action
2022/06/16, 13:35:14, already_in_channel, invite_action
2022/06/16, 13:35:14, already_in_channel, invite_action
2022/06/16, 13:42:05, already_in_channel, invite_action
2022/06/16, 13:42:21, already_in_channel, invite_action
2022/06/16, 13:42:25, already_in_channel, invite_action
2022/06/16, 14:40:23, already_in_channel, invite_action
2022/06/16, 14:46:07, already_in_channel, invite_action
